word,lemma,frequency
uncarpeted,uncarpeted,37
cross-referencing,cross-referencing,37
dredges,dredge,37
desensitized,desensitize,37
fourthly,fourthly,37
reintroduces,reintroduce,37
rusted,rust,37
stick-figure,stick-figure,37
pleasant-looking,pleasant-looking,37
slammed,slammed,37
refolding,refold,37
illumined,illumine,37
bold-faced,bold-faced,37
chary,chary,37
interior-design,interior-design,37
cheapened,cheapen,37
american-backed,american-backed,37
self-financed,self-financed,37
shivered,shiver,37
fragile-looking,fragile-looking,37
joyriding,joyriding,37
roller-skating,roller-skating,37
roils,roil,37
plumbed,plumb,37
matter-of-factness,matter-of-factness,37
juntas,junta,37
bludgeoning,bludgeon,37
semi-autobiographical,semi-autobiographical,37
unknotted,unknotted,37
egomania,egomania,37
fatso,fatso,37
full-contact,full-contact,37
thin-sliced,thin-sliced,37
tittering,tittering,37
hard-right,hard-right,37
last-chance,last-chance,37
city-dwellers,city-dwellers,37
oozy,oozy,37
red-and-yellow,red-and-yellow,37
castigates,castigate,37
interpolate,interpolate,37
literalness,literalness,37
manacled,manacle,37
blemished,blemish,37
breasted,breasted,37
blathering,blather,37
hollyhock,hollyhock,37
rehabbed,rehabbed,37
impregnated,impregnated,37
house-hunting,house-hunting,37
ginning,gin,37
criss-cross,criss-cross,37
tomcats,tomcat,37
supportively,supportively,37
antipollution,antipollution,37
unimportance,unimportance,37
city-run,city-run,37
sports-car,sports-car,37
sabotages,sabotage,37
trifle,trifle,37
ad-free,ad-free,37
maturely,maturely,37
c-shaped,c-shaped,37
hindmost,hindmost,37
poops,poop,37
decodes,decode,37
extemporaneously,extemporaneously,37
expressionlessly,expressionlessly,37
zenlike,zenlike,37
paging,page,37
misreporting,misreport,37
interlibrary,interlibrary,37
gabby,gabby,37
lunchrooms,lunchroom,37
vending-machine,vending-machine,37
ten-fold,ten-fold,37
synergism,synergism,37
appall,appall,37
retouch,retouch,37
self-responsibility,self-responsibility,37
transposes,transpose,37
unsurpassable,unsurpassable,37
hitmakers,hitmaker,37
bare-knuckle,bare-knuckle,37
cartwheels,cartwheel,37
gastronomical,gastronomical,37
unthinkably,unthinkably,37
semiautobiographical,semiautobiographical,37
whitewashing,whitewashing,37
braised,braise,37
reimposed,reimpose,37
privileged,privilege,37
guestrooms,guestroom,37
doffing,doff,37
recalibrating,recalibrate,37
oven-proof,oven-proof,37
pre-draft,pre-draft,37
phlegmy,phlegmy,37
resupplied,resupply,37
information-age,information-age,37
ingrate,ingrate,37
facelifts,facelift,37
cutlasses,cutlass,37
steeps,steep,37
silver-blue,silver-blue,37
wetted,wetted,37
dignifying,dignify,37
make-over,make-over,37
longest-lived,longest-lived,37
anchormen,anchorman,37
monosodium,monosodium,37
back-to-the-land,back-to-the-land,37
backhands,backhand,37
light-polluted,light-polluted,37
re-energized,re-energize,37
cross-shaped,cross-shaped,37
showtimes,showtime,37
rust-red,rust-red,37
live-and-let-live,live-and-let-live,37
unshared,unshared,37
rowhouses,rowhouse,37
inscrutability,inscrutability,37
replaced,replaced,37
steels,steel,37
fortune-tellers,fortune-teller,37
impersonated,impersonate,37
capitols,capitol,37
non-perishable,non-perishable,37
fishtail,fishtail,37
dishonorably,dishonorably,37
three-act,three-act,37
schmucks,schmuck,37
regenerated,regenerate,37
dry-clean,dry-clean,37
chapbook,chapbook,37
photolithography,photolithography,37
black-oriented,black-oriented,37
smiting,smite,37
flounce,flounce,37
vegetated,vegetate,37
well-floured,well-floured,37
sables,sable,37
greases,grease,37
underarm,underarm,37
quarter,quarter,37
remixes,remix,37
jabber,jabber,37
license-plate,license-plate,37
propylene,propylene,37
home-front,home-front,37
abstractedly,abstractedly,37
interplay,interplay,37
overstretch,overstretch,37
overstaying,overstay,37
per-student,per-student,37
bodysuits,bodysuit,37
imagistic,imagistic,37
full-course,full-course,37
snick,snick,37
sunshade,sunshade,37
uncontained,uncontained,37
transliteration,transliteration,37
co-parenting,co-parenting,37
political-science,political-science,37
maximalist,maximalist,37
pooper,pooper,37
hybridized,hybridized,37
divines,divine,37
non-refundable,non-refundable,37
pilling,pilling,37
apple-green,apple-green,37
late-victorian,late-victorian,37
polysyllabic,polysyllabic,37
aerating,aerate,37
chardonnays,chardonnay,37
directorships,directorship,37
four-wheeling,four-wheeling,37
postapocalyptic,postapocalyptic,37
gooks,gook,37
covetousness,covetousness,37
half-circles,half-circle,37
israeli-lebanese,israeli-lebanese,37
polemicists,polemicist,37
mooned,moon,37
bayberry,bayberry,37
waterfronts,waterfront,37
cut-side,cut-side,37
e-learning,e-learning,37
anally,anally,37
judiciaries,judiciary,37
tow-truck,tow-truck,37
light-truck,light-truck,37
cross-curricular,cross-curricular,37
renominated,renominate,37
parisian,parisian,37
off-street,off-street,37
checkouts,checkout,37
fan-friendly,fan-friendly,37
ten-second,ten-second,37
hernias,hernia,37
viceroys,viceroy,37
decisionmaker,decisionmaker,37
morns,morn,37
incarcerations,incarceration,37
ineligibility,ineligibility,37
nine-yard,nine-yard,37
extortionist,extortionist,37
tipster,tipster,37
five-four,five-four,37
dissociated,dissociated,37
jackbooted,jackbooted,37
atavism,atavism,37
reanimate,reanimate,37
naysayer,naysayer,37
pushpins,pushpin,37
electrocuted,electrocuted,37
paradisiacal,paradisiacal,37
five-ton,five-ton,37
cliff-top,cliff-top,37
sheared,sheared,37
post-enron,post-enron,37
pearl-gray,pearl-gray,37
minx,minx,37
red-bearded,red-bearded,37
best-qualified,best-qualified,37
ex-governor,ex-governor,37
housepainter,housepainter,37
flyboy,flyboy,37
prides,pride,37
sleds,sled,37
quarantined,quarantined,37
ground-nesting,ground-nesting,37
doubleheaders,doubleheader,37
right-clicking,right-clicking,37
anti-zionist,anti-zionist,37
blowdowns,blowdown,37
significations,signification,37
telegraphy,telegraphy,37
dishwasher-safe,dishwasher-safe,37
cheapskates,cheapskate,37
jiggles,jiggle,37
profit-maximizing,profit-maximizing,37
similitude,similitude,37
catalonian,catalonian,37
ambivalences,ambivalence,37
misbehaves,misbehave,37
federalization,federalization,37
nonbusiness,nonbusiness,37
odysseys,odyssey,37
long-wavelength,long-wavelength,37
arab-jewish,arab-jewish,37
dopers,doper,37
bechamel,bechamel,37
sectioning,section,37
airdrop,airdrop,37
aphelion,aphelion,37
audiophile,audiophile,37
tollbooths,tollbooth,37
multireligious,multireligious,37
drainboard,drainboard,37
decongestant,decongestant,37
quadrupling,quadrupling,37
handbill,handbill,37
barbering,barber,37
high-occupancy,high-occupancy,37
high-price,high-price,37
lace-ups,lace-up,37
elder-care,elder-care,37
spaetzle,spaetzle,37
stationer,stationer,37
experience-based,experience-based,37
handgrips,handgrip,37
paragliding,paraglide,37
rejectionists,rejectionist,37
imaginal,imaginal,37
mixed-sex,mixed-sex,37
luminarias,luminaria,37
eiderdown,eiderdown,37
gun-free,gun-free,37
teardown,teardown,37
self-trained,self-trained,37
declension,declension,37
localised,localised,37
interpretability,interpretability,37
carnelian,carnelian,37
amoebic,amoebic,37
toolmaking,toolmaking,37
mickey,mickey,37
sadnesses,sadness,37
wage-earner,wage-earner,37
contemporary-art,contemporary-art,37
psychotic,psychotic,37
profiteroles,profiterole,37
cockatoos,cockatoo,37
erotics,erotic,37
time-line,time-line,37
unchosen,unchosen,37
intercommunal,intercommunal,37
long-travel,long-travel,37
redecoration,redecoration,37
wontons,wonton,37
wintergreen,wintergreen,37
pastorate,pastorate,37
straightway,straightway,37
hacky,hacky,37
alterable,alterable,37
leviathans,leviathan,37
reconditioned,reconditioned,37
unassigned,unassigned,37
masochists,masochist,37
tussock,tussock,37
ultranationalists,ultranationalist,37
roughy,roughy,37
non-rational,non-rational,37
sandhills,sandhill,37
twosomes,twosome,37
lockets,locket,37
flit,flit,37
go-cart,go-cart,37
imbrication,imbrication,37
snapdragon,snapdragon,37
nucleation,nucleation,37
bankrupts,bankrupt,37
four-by-four,four-by-four,37
potteries,pottery,37
asset-backed,asset-backed,37
sheepshead,sheepshead,37
kabbalistic,kabbalistic,37
heat-transfer,heat-transfer,37
plastique,plastique,37
liquidated,liquidated,37
motoryachts,motoryacht,37
minibuses,minibus,37
pharmacologists,pharmacologist,37
novena,novena,37
preretirement,preretirement,37
self-rating,self-rating,37
enchantress,enchantress,37
carbon-free,carbon-free,37
clay-court,clay-court,37
sceptre,sceptre,37
cowgirl,cowgirl,37
